horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value,model_id
3,48,quantile,0.7,2024-11-23,wk inc flu hosp,2024-12-14,357.0,FluSight-baseline
3,48,quantile,0.75,2024-11-23,wk inc flu hosp,2024-12-14,404.0,FluSight-baseline
3,48,quantile,0.8,2024-11-23,wk inc flu hosp,2024-12-14,461.0,FluSight-baseline
3,48,quantile,0.85,2024-11-23,wk inc flu hosp,2024-12-14,529.0,FluSight-baseline
3,48,quantile,0.9,2024-11-23,wk inc flu hosp,2024-12-14,614.0,FluSight-baseline
3,48,quantile,0.95,2024-11-23,wk inc flu hosp,2024-12-14,740.0,FluSight-baseline
3,48,quantile,0.975,2024-11-23,wk inc flu hosp,2024-12-14,857.0,FluSight-baseline
3,48,quantile,0.99,2024-11-23,wk inc flu hosp,2024-12-14,1003.0,FluSight-baseline
0,48,quantile,0.01,2024-11-30,wk inc flu hosp,2024-11-30,0.0,FluSight-baseline
0,48,quantile,0.025,2024-11-30,wk inc flu hosp,2024-11-30,0.0,FluSight-baseline
0,48,quantile,0.05,2024-11-30,wk inc flu hosp,2024-11-30,0.0,FluSight-baseline
0,48,quantile,0.1,2024-11-30,wk inc flu hosp,2024-11-30,86.0,FluSight-baseline
0,48,quantile,0.15,2024-11-30,wk inc flu hosp,2024-11-30,141.0,FluSight-baseline
0,48,quantile,0.2,2024-11-30,wk inc flu hosp,2024-11-30,170.0,FluSight-baseline
0,48,quantile,0.25,2024-11-30,wk inc flu hosp,2024-11-30,218.0,FluSight-baseline
0,48,quantile,0.3,2024-11-30,wk inc flu hosp,2024-11-30,230.0,FluSight-baseline
0,48,quantile,0.35,2024-11-30,wk inc flu hosp,2024-11-30,238.0,FluSight-baseline
0,48,quantile,0.4,2024-11-30,wk inc flu hosp,2024-11-30,245.0,FluSight-baseline
0,48,quantile,0.45,2024-11-30,wk inc flu hosp,2024-11-30,250.0,FluSight-baseline
0,48,quantile,0.5,2024-11-30,wk inc flu hosp,2024-11-30,256.0,FluSight-baseline
0,48,quantile,0.55,2024-11-30,wk inc flu hosp,2024-11-30,262.0,FluSight-baseline
0,48,quantile,0.6,2024-11-30,wk inc flu hosp,2024-11-30,267.0,FluSight-baseline
0,48,quantile,0.65,2024-11-30,wk inc flu hosp,2024-11-30,274.0,FluSight-baseline
0,48,quantile,0.7,2024-11-30,wk inc flu hosp,2024-11-30,282.0,FluSight-baseline
0,48,quantile,0.75,2024-11-30,wk inc flu hosp,2024-11-30,294.0,FluSight-baseline
0,48,quantile,0.8,2024-11-30,wk inc flu hosp,2024-11-30,342.0,FluSight-baseline
0,48,quantile,0.85,2024-11-30,wk inc flu hosp,2024-11-30,371.0,FluSight-baseline
0,48,quantile,0.9,2024-11-30,wk inc flu hosp,2024-11-30,426.0,FluSight-baseline
0,48,quantile,0.95,2024-11-30,wk inc flu hosp,2024-11-30,537.0,FluSight-baseline
0,48,quantile,0.975,2024-11-30,wk inc flu hosp,2024-11-30,637.0,FluSight-baseline
0,48,quantile,0.99,2024-11-30,wk inc flu hosp,2024-11-30,705.0,FluSight-baseline
1,48,quantile,0.01,2024-11-30,wk inc flu hosp,2024-12-07,0.0,FluSight-baseline
1,48,quantile,0.025,2024-11-30,wk inc flu hosp,2024-12-07,0.0,FluSight-baseline
1,48,quantile,0.05,2024-11-30,wk inc flu hosp,2024-12-07,0.0,FluSight-baseline
1,48,quantile,0.1,2024-11-30,wk inc flu hosp,2024-12-07,4.0,FluSight-baseline
1,48,quantile,0.15,2024-11-30,wk inc flu hosp,2024-12-07,63.0,FluSight-baseline
1,48,quantile,0.2,2024-11-30,wk inc flu hosp,2024-12-07,110.0,FluSight-baseline
1,48,quantile,0.25,2024-11-30,wk inc flu hosp,2024-12-07,146.0,FluSight-baseline
1,48,quantile,0.3,2024-11-30,wk inc flu hosp,2024-12-07,177.0,FluSight-baseline
1,48,quantile,0.35,2024-11-30,wk inc flu hosp,2024-12-07,207.0,FluSight-baseline
1,48,quantile,0.4,2024-11-30,wk inc flu hosp,2024-12-07,228.0,FluSight-baseline
1,48,quantile,0.45,2024-11-30,wk inc flu hosp,2024-12-07,243.0,FluSight-baseline
1,48,quantile,0.5,2024-11-30,wk inc flu hosp,2024-12-07,256.0,FluSight-baseline
1,48,quantile,0.55,2024-11-30,wk inc flu hosp,2024-12-07,270.0,FluSight-baseline
1,48,quantile,0.6,2024-11-30,wk inc flu hosp,2024-12-07,285.0,FluSight-baseline
1,48,quantile,0.65,2024-11-30,wk inc flu hosp,2024-12-07,306.0,FluSight-baseline
1,48,quantile,0.7,2024-11-30,wk inc flu hosp,2024-12-07,338.0,FluSight-baseline
1,48,quantile,0.75,2024-11-30,wk inc flu hosp,2024-12-07,369.0,FluSight-baseline
1,48,quantile,0.8,2024-11-30,wk inc flu hosp,2024-12-07,406.0,FluSight-baseline
1,48,quantile,0.85,2024-11-30,wk inc flu hosp,2024-12-07,459.0,FluSight-baseline
1,48,quantile,0.9,2024-11-30,wk inc flu hosp,2024-12-07,536.0,FluSight-baseline
1,48,quantile,0.95,2024-11-30,wk inc flu hosp,2024-12-07,646.0,FluSight-baseline
1,48,quantile,0.975,2024-11-30,wk inc flu hosp,2024-12-07,726.0,FluSight-baseline
1,48,quantile,0.99,2024-11-30,wk inc flu hosp,2024-12-07,829.0,FluSight-baseline
2,48,quantile,0.01,2024-11-30,wk inc flu hosp,2024-12-14,0.0,FluSight-baseline
2,48,quantile,0.025,2024-11-30,wk inc flu hosp,2024-12-14,0.0,FluSight-baseline
2,48,quantile,0.05,2024-11-30,wk inc flu hosp,2024-12-14,0.0,FluSight-baseline
2,48,quantile,0.1,2024-11-30,wk inc flu hosp,2024-12-14,0.0,FluSight-baseline
2,48,quantile,0.15,2024-11-30,wk inc flu hosp,2024-12-14,7.0,FluSight-baseline
2,48,quantile,0.2,2024-11-30,wk inc flu hosp,2024-12-14,62.0,FluSight-baseline
2,48,quantile,0.25,2024-11-30,wk inc flu hosp,2024-12-14,107.0,FluSight-baseline
2,48,quantile,0.3,2024-11-30,wk inc flu hosp,2024-12-14,144.0,FluSight-baseline
2,48,quantile,0.35,2024-11-30,wk inc flu hosp,2024-12-14,177.0,FluSight-baseline
2,48,quantile,0.4,2024-11-30,wk inc flu hosp,2024-12-14,208.0,FluSight-baseline
2,48,quantile,0.45,2024-11-30,wk inc flu hosp,2024-12-14,234.0,FluSight-baseline
2,48,quantile,0.5,2024-11-30,wk inc flu hosp,2024-12-14,256.0,FluSight-baseline
2,48,quantile,0.55,2024-11-30,wk inc flu hosp,2024-12-14,279.0,FluSight-baseline
2,48,quantile,0.6,2024-11-30,wk inc flu hosp,2024-12-14,305.0,FluSight-baseline
2,48,quantile,0.65,2024-11-30,wk inc flu hosp,2024-12-14,337.0,FluSight-baseline
2,48,quantile,0.7,2024-11-30,wk inc flu hosp,2024-12-14,371.0,FluSight-baseline
2,48,quantile,0.75,2024-11-30,wk inc flu hosp,2024-12-14,410.0,FluSight-baseline
2,48,quantile,0.8,2024-11-30,wk inc flu hosp,2024-12-14,459.0,FluSight-baseline
2,48,quantile,0.85,2024-11-30,wk inc flu hosp,2024-12-14,523.0,FluSight-baseline
2,48,quantile,0.9,2024-11-30,wk inc flu hosp,2024-12-14,608.0,FluSight-baseline
2,48,quantile,0.95,2024-11-30,wk inc flu hosp,2024-12-14,715.0,FluSight-baseline
2,48,quantile,0.975,2024-11-30,wk inc flu hosp,2024-12-14,818.0,FluSight-baseline
2,48,quantile,0.99,2024-11-30,wk inc flu hosp,2024-12-14,944.0,FluSight-baseline
3,48,quantile,0.01,2024-11-30,wk inc flu hosp,2024-12-21,0.0,FluSight-baseline
3,48,quantile,0.025,2024-11-30,wk inc flu hosp,2024-12-21,0.0,FluSight-baseline
3,48,quantile,0.05,2024-11-30,wk inc flu hosp,2024-12-21,0.0,FluSight-baseline
3,48,quantile,0.1,2024-11-30,wk inc flu hosp,2024-12-21,0.0,FluSight-baseline
3,48,quantile,0.15,2024-11-30,wk inc flu hosp,2024-12-21,0.0,FluSight-baseline
3,48,quantile,0.2,2024-11-30,wk inc flu hosp,2024-12-21,19.0,FluSight-baseline
3,48,quantile,0.25,2024-11-30,wk inc flu hosp,2024-12-21,71.0,FluSight-baseline
3,48,quantile,0.3,2024-11-30,wk inc flu hosp,2024-12-21,115.0,FluSight-baseline
3,48,quantile,0.35,2024-11-30,wk inc flu hosp,2024-12-21,154.0,FluSight-baseline
3,48,quantile,0.4,2024-11-30,wk inc flu hosp,2024-12-21,191.0,FluSight-baseline
3,48,quantile,0.45,2024-11-30,wk inc flu hosp,2024-12-21,224.0,FluSight-baseline
3,48,quantile,0.5,2024-11-30,wk inc flu hosp,2024-12-21,256.0,FluSight-baseline
3,48,quantile,0.55,2024-11-30,wk inc flu hosp,2024-12-21,287.0,FluSight-baseline
3,48,quantile,0.6,2024-11-30,wk inc flu hosp,2024-12-21,321.0,FluSight-baseline
3,48,quantile,0.65,2024-11-30,wk inc flu hosp,2024-12-21,358.0,FluSight-baseline
3,48,quantile,0.7,2024-11-30,wk inc flu hosp,2024-12-21,398.0,FluSight-baseline
3,48,quantile,0.75,2024-11-30,wk inc flu hosp,2024-12-21,446.0,FluSight-baseline
3,48,quantile,0.8,2024-11-30,wk inc flu hosp,2024-12-21,502.0,FluSight-baseline
3,48,quantile,0.85,2024-11-30,wk inc flu hosp,2024-12-21,569.0,FluSight-baseline
3,48,quantile,0.9,2024-11-30,wk inc flu hosp,2024-12-21,653.0,FluSight-baseline
3,48,quantile,0.95,2024-11-30,wk inc flu hosp,2024-12-21,778.0,FluSight-baseline
3,48,quantile,0.975,2024-11-30,wk inc flu hosp,2024-12-21,893.0,FluSight-baseline
3,48,quantile,0.99,2024-11-30,wk inc flu hosp,2024-12-21,1041.0,FluSight-baseline
0,48,quantile,0.01,2024-12-07,wk inc flu hosp,2024-12-07,0.0,FluSight-baseline
0,48,quantile,0.025,2024-12-07,wk inc flu hosp,2024-12-07,5.0,FluSight-baseline
0,48,quantile,0.05,2024-12-07,wk inc flu hosp,2024-12-07,106.0,FluSight-baseline
0,48,quantile,0.1,2024-12-07,wk inc flu hosp,2024-12-07,217.0,FluSight-baseline
0,48,quantile,0.15,2024-12-07,wk inc flu hosp,2024-12-07,266.0,FluSight-baseline
0,48,quantile,0.2,2024-12-07,wk inc flu hosp,2024-12-07,299.0,FluSight-baseline
0,48,quantile,0.25,2024-12-07,wk inc flu hosp,2024-12-07,343.0,FluSight-baseline
0,48,quantile,0.3,2024-12-07,wk inc flu hosp,2024-12-07,360.0,FluSight-baseline
0,48,quantile,0.35,2024-12-07,wk inc flu hosp,2024-12-07,368.0,FluSight-baseline
0,48,quantile,0.4,2024-12-07,wk inc flu hosp,2024-12-07,375.0,FluSight-baseline
0,48,quantile,0.45,2024-12-07,wk inc flu hosp,2024-12-07,380.0,FluSight-baseline
0,48,quantile,0.5,2024-12-07,wk inc flu hosp,2024-12-07,386.0,FluSight-baseline
0,48,quantile,0.55,2024-12-07,wk inc flu hosp,2024-12-07,392.0,FluSight-baseline
0,48,quantile,0.6,2024-12-07,wk inc flu hosp,2024-12-07,397.0,FluSight-baseline
0,48,quantile,0.65,2024-12-07,wk inc flu hosp,2024-12-07,404.0,FluSight-baseline
0,48,quantile,0.7,2024-12-07,wk inc flu hosp,2024-12-07,412.0,FluSight-baseline
0,48,quantile,0.75,2024-12-07,wk inc flu hosp,2024-12-07,429.0,FluSight-baseline
0,48,quantile,0.8,2024-12-07,wk inc flu hosp,2024-12-07,473.0,FluSight-baseline
0,48,quantile,0.85,2024-12-07,wk inc flu hosp,2024-12-07,506.0,FluSight-baseline
0,48,quantile,0.9,2024-12-07,wk inc flu hosp,2024-12-07,556.0,FluSight-baseline
0,48,quantile,0.95,2024-12-07,wk inc flu hosp,2024-12-07,666.0,FluSight-baseline
0,48,quantile,0.975,2024-12-07,wk inc flu hosp,2024-12-07,767.0,FluSight-baseline
0,48,quantile,0.99,2024-12-07,wk inc flu hosp,2024-12-07,834.0,FluSight-baseline
1,48,quantile,0.01,2024-12-07,wk inc flu hosp,2024-12-14,0.0,FluSight-baseline
1,48,quantile,0.025,2024-12-07,wk inc flu hosp,2024-12-14,0.0,FluSight-baseline
1,48,quantile,0.05,2024-12-07,wk inc flu hosp,2024-12-14,4.0,FluSight-baseline
1,48,quantile,0.1,2024-12-07,wk inc flu hosp,2024-12-14,111.0,FluSight-baseline
1,48,quantile,0.15,2024-12-07,wk inc flu hosp,2024-12-14,186.0,FluSight-baseline
1,48,quantile,0.2,2024-12-07,wk inc flu hosp,2024-12-14,237.0,FluSight-baseline
1,48,quantile,0.25,2024-12-07,wk inc flu hosp,2024-12-14,273.0,FluSight-baseline
1,48,quantile,0.3,2024-12-07,wk inc flu hosp,2024-12-14,305.0,FluSight-baseline
1,48,quantile,0.35,2024-12-07,wk inc flu hosp,2024-12-14,335.0,FluSight-baseline
1,48,quantile,0.4,2024-12-07,wk inc flu hosp,2024-12-14,357.0,FluSight-baseline
1,48,quantile,0.45,2024-12-07,wk inc flu hosp,2024-12-14,372.0,FluSight-baseline
1,48,quantile,0.5,2024-12-07,wk inc flu hosp,2024-12-14,386.0,FluSight-baseline
1,48,quantile,0.55,2024-12-07,wk inc flu hosp,2024-12-14,400.0,FluSight-baseline
1,48,quantile,0.6,2024-12-07,wk inc flu hosp,2024-12-14,415.0,FluSight-baseline
1,48,quantile,0.65,2024-12-07,wk inc flu hosp,2024-12-14,438.0,FluSight-baseline
1,48,quantile,0.7,2024-12-07,wk inc flu hosp,2024-12-14,469.0,FluSight-baseline
1,48,quantile,0.75,2024-12-07,wk inc flu hosp,2024-12-14,499.0,FluSight-baseline
1,48,quantile,0.8,2024-12-07,wk inc flu hosp,2024-12-14,536.0,FluSight-baseline
1,48,quantile,0.85,2024-12-07,wk inc flu hosp,2024-12-14,587.0,FluSight-baseline
1,48,quantile,0.9,2024-12-07,wk inc flu hosp,2024-12-14,665.0,FluSight-baseline
1,48,quantile,0.95,2024-12-07,wk inc flu hosp,2024-12-14,777.0,FluSight-baseline
1,48,quantile,0.975,2024-12-07,wk inc flu hosp,2024-12-14,855.0,FluSight-baseline
1,48,quantile,0.99,2024-12-07,wk inc flu hosp,2024-12-14,958.0,FluSight-baseline
2,48,quantile,0.01,2024-12-07,wk inc flu hosp,2024-12-21,0.0,FluSight-baseline
2,48,quantile,0.025,2024-12-07,wk inc flu hosp,2024-12-21,0.0,FluSight-baseline
2,48,quantile,0.05,2024-12-07,wk inc flu hosp,2024-12-21,0.0,FluSight-baseline
2,48,quantile,0.1,2024-12-07,wk inc flu hosp,2024-12-21,42.0,FluSight-baseline
2,48,quantile,0.15,2024-12-07,wk inc flu hosp,2024-12-21,122.0,FluSight-baseline
2,48,quantile,0.2,2024-12-07,wk inc flu hosp,2024-12-21,184.0,FluSight-baseline
2,48,quantile,0.25,2024-12-07,wk inc flu hosp,2024-12-21,232.0,FluSight-baseline
2,48,quantile,0.3,2024-12-07,wk inc flu hosp,2024-12-21,271.0,FluSight-baseline
2,48,quantile,0.35,2024-12-07,wk inc flu hosp,2024-12-21,305.0,FluSight-baseline
2,48,quantile,0.4,2024-12-07,wk inc flu hosp,2024-12-21,336.0,FluSight-baseline
2,48,quantile,0.45,2024-12-07,wk inc flu hosp,2024-12-21,363.0,FluSight-baseline
2,48,quantile,0.5,2024-12-07,wk inc flu hosp,2024-12-21,386.0,FluSight-baseline
2,48,quantile,0.55,2024-12-07,wk inc flu hosp,2024-12-21,410.0,FluSight-baseline
2,48,quantile,0.6,2024-12-07,wk inc flu hosp,2024-12-21,436.0,FluSight-baseline
2,48,quantile,0.65,2024-12-07,wk inc flu hosp,2024-12-21,468.0,FluSight-baseline
2,48,quantile,0.7,2024-12-07,wk inc flu hosp,2024-12-21,502.0,FluSight-baseline
2,48,quantile,0.75,2024-12-07,wk inc flu hosp,2024-12-21,541.0,FluSight-baseline
2,48,quantile,0.8,2024-12-07,wk inc flu hosp,2024-12-21,590.0,FluSight-baseline
2,48,quantile,0.85,2024-12-07,wk inc flu hosp,2024-12-21,654.0,FluSight-baseline
2,48,quantile,0.9,2024-12-07,wk inc flu hosp,2024-12-21,736.0,FluSight-baseline
2,48,quantile,0.95,2024-12-07,wk inc flu hosp,2024-12-21,847.0,FluSight-baseline
2,48,quantile,0.975,2024-12-07,wk inc flu hosp,2024-12-21,944.0,FluSight-baseline
2,48,quantile,0.99,2024-12-07,wk inc flu hosp,2024-12-21,1066.0,FluSight-baseline
3,48,quantile,0.01,2024-12-07,wk inc flu hosp,2024-12-28,0.0,FluSight-baseline
3,48,quantile,0.025,2024-12-07,wk inc flu hosp,2024-12-28,0.0,FluSight-baseline
3,48,quantile,0.05,2024-12-07,wk inc flu hosp,2024-12-28,0.0,FluSight-baseline
3,48,quantile,0.1,2024-12-07,wk inc flu hosp,2024-12-28,0.0,FluSight-baseline
3,48,quantile,0.15,2024-12-07,wk inc flu hosp,2024-12-28,76.0,FluSight-baseline
3,48,quantile,0.2,2024-12-07,wk inc flu hosp,2024-12-28,141.0,FluSight-baseline
3,48,quantile,0.25,2024-12-07,wk inc flu hosp,2024-12-28,197.0,FluSight-baseline
3,48,quantile,0.3,2024-12-07,wk inc flu hosp,2024-12-28,243.0,FluSight-baseline
3,48,quantile,0.35,2024-12-07,wk inc flu hosp,2024-12-28,283.0,FluSight-baseline
3,48,quantile,0.4,2024-12-07,wk inc flu hosp,2024-12-28,320.0,FluSight-baseline
3,48,quantile,0.45,2024-12-07,wk inc flu hosp,2024-12-28,355.0,FluSight-baseline
3,48,quantile,0.5,2024-12-07,wk inc flu hosp,2024-12-28,386.0,FluSight-baseline
3,48,quantile,0.55,2024-12-07,wk inc flu hosp,2024-12-28,418.0,FluSight-baseline
3,48,quantile,0.6,2024-12-07,wk inc flu hosp,2024-12-28,453.0,FluSight-baseline
3,48,quantile,0.65,2024-12-07,wk inc flu hosp,2024-12-28,491.0,FluSight-baseline
3,48,quantile,0.7,2024-12-07,wk inc flu hosp,2024-12-28,531.0,FluSight-baseline
3,48,quantile,0.75,2024-12-07,wk inc flu hosp,2024-12-28,578.0,FluSight-baseline
3,48,quantile,0.8,2024-12-07,wk inc flu hosp,2024-12-28,633.0,FluSight-baseline
3,48,quantile,0.85,2024-12-07,wk inc flu hosp,2024-12-28,702.0,FluSight-baseline
3,48,quantile,0.9,2024-12-07,wk inc flu hosp,2024-12-28,786.0,FluSight-baseline
3,48,quantile,0.95,2024-12-07,wk inc flu hosp,2024-12-28,911.0,FluSight-baseline
3,48,quantile,0.975,2024-12-07,wk inc flu hosp,2024-12-28,1023.0,FluSight-baseline
3,48,quantile,0.99,2024-12-07,wk inc flu hosp,2024-12-28,1160.0,FluSight-baseline
0,48,quantile,0.01,2024-12-14,wk inc flu hosp,2024-12-14,45.0,FluSight-baseline
0,48,quantile,0.025,2024-12-14,wk inc flu hosp,2024-12-14,113.0,FluSight-baseline
0,48,quantile,0.05,2024-12-14,wk inc flu hosp,2024-12-14,214.0,FluSight-baseline
0,48,quantile,0.1,2024-12-14,wk inc flu hosp,2024-12-14,324.0,FluSight-baseline
0,48,quantile,0.15,2024-12-14,wk inc flu hosp,2024-12-14,375.0,FluSight-baseline
0,48,quantile,0.2,2024-12-14,wk inc flu hosp,2024-12-14,405.0,FluSight-baseline
0,48,quantile,0.25,2024-12-14,wk inc flu hosp,2024-12-14,449.0,FluSight-baseline
0,48,quantile,0.3,2024-12-14,wk inc flu hosp,2024-12-14,467.0,FluSight-baseline
